Neuron 1,Neuron 2,Type,Nbr
RMDVL,CEPDL,Rp,2
RMGL,CEPDL,R,1
RMGL,CEPDL,Rp,3
RMGL,CEPDL,Sp,1
RMHR,CEPDL,R,1
RMHR,CEPDL,Rp,3
SIADR,CEPDL,R,1
SIADR,CEPDL,Rp,1
SMBDR,CEPDL,Rp,1
URADL,CEPDL,Rp,2
URBL,CEPDL,Rp,4
URBL,CEPDL,S,1
URYDL,CEPDL,Rp,2
ADER,CEPDR,S,1
ALMR,CEPDR,S,1
AVEL,CEPDR,Rp,6
BDUR,CEPDR,R,1
OLQDR,CEPDR,EJ,2
RIH,CEPDR,EJ,1
IL1DR,CEPDR,Rp,5
IL1R,CEPDR,Rp,1
IL2DR,CEPDR,Sp,1
OLLR,CEPDR,R,1
OLLR,CEPDR,Rp,7
OLLR,CEPDR,S,1
OLLR,CEPDR,Sp,1
OLQDR,CEPDR,Rp,5
RIBR,CEPDR,Rp,1
RICL,CEPDR,Rp,4
RICR,CEPDR,Rp,3
RIH,CEPDR,S,1
RIS,CEPDR,Rp,1
RIS,CEPDR,Sp,1
RMDDL,CEPDR,Rp,1
RMDVR,CEPDR,Rp,2
RMGR,CEPDR,R,1
RMHL,CEPDR,Rp,4
RMHR,CEPDR,Rp,1
SIADL,CEPDR,R,1
SMBDR,CEPDR,Rp,1
URADR,CEPDR,Rp,1
URBR,CEPDR,Rp,2
URBR,CEPDR,S,1
URYDR,CEPDR,Rp,1
ADLL,CEPVL,Rp,1
ALML,CEPVL,Sp,2
AVER,CEPVL,R,1
AVER,CEPVL,Rp,2
OLQVL,CEPVL,EJ,1
RIH,CEPVL,EJ,1
IL1VL,CEPVL,Rp,2
OLLL,CEPVL,Rp,4
OLLL,CEPVL,Sp,4
OLQVL,CEPVL,Rp,6
RIAL,CEPVL,Sp,1
RICL,CEPVL,R,1
RICL,CEPVL,Rp,6
RICR,CEPVL,Rp,4
RIH,CEPVL,S,1
RIPL,CEPVL,Rp,1
RIS,CEPVL,Sp,2
RMDDL,CEPVL,Rp,4
RMHL,CEPVL,Rp,1
SIAVL,CEPVL,R,1
SIAVL,CEPVL,Rp,1
URAVL,CEPVL,Rp,2
ALMR,CEPVR,S,1
ASGR,CEPVR,Rp,1
ASKR,CEPVR,Sp,1
AVEL,CEPVR,R,1
AVEL,CEPVR,Rp,4
OLQVR,CEPVR,EJ,1
RIH,CEPVR,EJ,1
IL1VR,CEPVR,R,1
IL1VR,CEPVR,Rp,1
IL2VR,CEPVR,Rp,2
OLLR,CEPVR,R,1
OLLR,CEPVR,Rp,6
OLLR,CEPVR,Sp,6
OLQVR,CEPVR,Rp,3
RIAR,CEPVR,Sp,1
RICL,CEPVR,Rp,2
RICR,CEPVR,R,2
RICR,CEPVR,Rp,2
RIH,CEPVR,S,1
RIH,CEPVR,Sp,1
RIPR,CEPVR,Rp,1
RIS,CEPVR,Sp,1
RIVL,CEPVR,Rp,1
RMDDR,CEPVR,Rp,2
RMHR,CEPVR,Rp,2
SIAVR,CEPVR,Rp,2
URAVR,CEPVR,Rp,1
AVAL,DA01,S,2
AVAR,DA01,S,2
AVDL,DA01,Sp,1
AVDR,DA01,Sp,2
AVEL,DA01,Sp,5
AVER,DA01,Sp,5
AVM,DA01,Sp,1
AVAL,DA01,EJ,2
AVAR,DA01,EJ,6
SABVL,DA01,EJ,2
SABVR,DA01,EJ,3
AVAL,DA02,S,2
AVAR,DA02,S,2
AVDL,DA02,S,1
AVDR,DA02,S,1
AVEL,DA02,Sp,1
AVER,DA02,S,1
AVER,DA02,Sp,2
AVL,DA02,S,1
AVAL,DA02,EJ,2
AVAR,DA02,EJ,2
SABVL,DA02,EJ,1
AVAL,DA03,S,6
AVAR,DA03,S,3
AVDL,DA03,S,4
AVDR,DA03,S,1
AVDR,DA03,Sp,1
AVEL,DA03,S,1
AVEL,DA03,Sp,2
AVER,DA03,S,1
AVAR,DA03,EJ,2
AVAL,DA04,S,7
AVAR,DA04,S,6
AVDL,DA04,S,1
AVDL,DA04,Sp,1
AVDR,DA04,S,1
AVDR,DA04,Sp,1
AVEL,DA04,Sp,1
AVAL,DA04,EJ,3
AVAR,DA04,EJ,2
AVAL,DA05,S,7
AVAR,DA05,S,2
AVBR,DA05,S,1
AVDL,DA05,Sp,1
AVDR,DA05,S,2
AVAL,DA05,EJ,1
AVAR,DA05,EJ,5
HSNR,DA05,Sp,1
AVAL,DA06,S,11
AVAR,DA06,S,11
AVAL,DA06,EJ,10
AVAR,DA06,EJ,2
HSNR,DA06,Sp,1
RID,DA06,S,1
RID,DA06,Sp,2
AVAL,DA07,Sp,2
AVAR,DA07,Sp,3
AVAL,DA07,EJ,2
AVAL,DA08,Sp,4
AVAR,DA08,S,1
AVAR,DA08,Sp,7
AVDL,DA08,S,1
AVDR,DA08,Sp,1
AVG,DA08,Sp,1
AVAR,DA08,EJ,1
DVB,DA08,S,2
DVB,DA08,Sp,2
AVAL,DA09,S,2
AVAL,DA09,Sp,1
AVAR,DA09,Sp,2
AVDR,DA09,S,1
RID,DA09,EJ,1
AIBR,DB01,EJ,1
AVBR,DB01,EJ,3
DVA,DB01,EJ,1
RID,DB01,EJ,1
RIS,DB01,EJ,1
AVBR,DB02,EJ,1
DVA,DB02,Sp,1
AVAR,DB03,S,1
AVER,DB03,Sp,1
AVBL,DB03,EJ,1
AVBR,DB03,EJ,1
DVA,DB03,S,2
AVDR,DB04,S,1
AVBL,DB04,EJ,1
AVBR,DB04,EJ,1
DVA,DB04,S,1
AVAL,DB05,S,2
AVAR,DB05,S,1
AVAR,DB05,EJ,2
AVBL,DB05,EJ,1
AVBR,DB05,EJ,1
DVA,DB05,Sp,1
AVAL,DB06,Sp,1
AVAR,DB06,S,5
AVAL,DB06,EJ,3
AVBL,DB06,EJ,2
AVBR,DB06,EJ,1
DVA,DB06,S,2
AVBL,DB07,EJ,2
AVBR,DB07,EJ,1
DVA,DB07,S,1
DVA,DB07,Sp,1
AVL,DD01,S,1
AVBR,DD01,EJ,1
RID,DD01,S,3
RID,DD01,Sp,1
RID,DD02,S,3
RID,DD02,Sp,1
RID,DD03,S,1
RID,DD03,Sp,2
AVL,DD06,Sp,2
DVB,DD06,Sp,3
AIZL,DVA,Rp,3
AIZL,DVA,S,1
AIZR,DVA,S,1
AIZR,DVA,Sp,1
AQR,DVA,R,1
AQR,DVA,Rp,3
AUAL,DVA,Rp,1
AUAR,DVA,Rp,1
AVAL,DVA,Rp,3
AVAR,DVA,Rp,1
AVBL,DVA,Rp,1
AVEL,DVA,R,3
AVEL,DVA,Rp,6
AVER,DVA,R,2
AVER,DVA,Rp,3
AVKL,DVA,S,1
AVBL,DVA,EJ,1
AVBR,DVA,EJ,1
FLPL,DVA,Sp,1
FLPR,DVA,Sp,1
RIAL,DVA,R,1
RIAR,DVA,R,1
RIAR,DVA,Rp,1
RIMR,DVA,Rp,1
RIR,DVA,Rp,3
RIR,DVA,Sp,2
SAADR,DVA,Rp,1
SAAVL,DVA,Rp,1
SAAVR,DVA,Rp,1
SABD,DVA,Rp,1
SDQR,DVA,Sp,3
SMBDL,DVA,Rp,3
SMBDR,DVA,Rp,2
SMBVL,DVA,Rp,3
SMBVR,DVA,Rp,2
AVL,DVB,R,2
AVL,DVB,Rp,3
AVL,DVB,EJ,1
DVC,DVB,Rp,3
AIBL,DVC,Rp,1
AIBR,DVC,Rp,3
AVAL,DVC,Rp,5
AVAR,DVC,Rp,7
AVBL,DVC,Rp,1
AVDR,DVC,S,1
AVKL,DVC,Rp,2
AVKR,DVC,Rp,1
DVB,DVC,Sp,3
AIBL,DVC,EJ,1
AIBR,DVC,EJ,2
AVL,DVC,EJ,9
RIBL,DVC,Rp,1
RIBR,DVC,Rp,1
RIGL,DVC,R,1
RIGL,DVC,Rp,4
RIGL,DVC,Sp,1
RIGR,DVC,Rp,5
RMFL,DVC,Rp,2
RMFR,DVC,Rp,4
ADEL,FLPL,Rp,2
ADEL,FLPL,S,1
ADEL,FLPL,Sp,1
ADER,FLPL,Rp,2
ADER,FLPL,Sp,1
AIBL,FLPL,R,1
AIBL,FLPL,Rp,1
AIBL,FLPL,Sp,1
AIBR,FLPL,Rp,2
AVAL,FLPL,R,4
AVAL,FLPL,Rp,10
AVAR,FLPL,Rp,17
AVBL,FLPL,R,1
AVBL,FLPL,Rp,3
AVBR,FLPL,R,1
AVBR,FLPL,Rp,4
AVDL,FLPL,Rp,6
AVDR,FLPL,Rp,13
DVA,FLPL,Rp,1
AVAL,FLPL,EJ,1
AVDL,FLPL,EJ,1
FLPR,FLPL,EJ,2
RIH,FLPL,EJ,1
FLPR,FLPL,Rp,1
FLPR,FLPL,Sp,2
SDQL,FLPL,Sp,1
ADAL,FLPR,Sp,1
ADER,FLPR,R,1
ADER,FLPR,Rp,1
ADER,FLPR,Sp,1
AIBR,FLPR,Rp,1
AVAL,FLPR,R,2
AVAL,FLPR,Rp,10
AVAR,FLPR,Rp,5
AVBL,FLPR,Rp,5
AVBR,FLPR,Rp,1
AVDL,FLPR,R,2
AVDL,FLPR,Rp,8
AVDR,FLPR,Rp,1
AVEL,FLPR,Rp,4
AVER,FLPR,Rp,2
AVJR,FLPR,R,1
DVA,FLPR,Rp,1
FLPL,FLPR,Rp,2
FLPL,FLPR,Sp,1
AVDL,FLPR,EJ,1
AVDR,FLPR,EJ,1
FLPL,FLPR,EJ,2
AIAL,HSNL,Rp,1
AIAL,HSNL,S,1
AIMR,HSNL,Sp,1
AIYR,HSNL,Sp,1
AIZL,HSNL,Rp,2
AIZR,HSNL,Rp,1
ASHL,HSNL,Rp,1
ASHR,HSNL,Rp,2
ASJL,HSNL,Sp,1
ASJR,HSNL,R,1
ASKL,HSNL,Rp,1
AVDR,HSNL,Rp,2
AVFL,HSNL,R,1
AVFL,HSNL,Rp,5
AVFL,HSNL,Sp,1
AVJL,HSNL,R,1
AVJL,HSNL,Rp,1
AWBL,HSNL,R,1
AWBL,HSNL,Rp,1
AWBR,HSNL,Rp,2
BDUL,HSNL,Sp,1
HSNR,HSNL,EJ,1
HSNR,HSNL,Rp,3
HSNR,HSNL,S,1
RIFL,HSNL,Rp,3
RIML,HSNL,Rp,2
RIR,HSNL,Sp,1
SABVL,HSNL,Rp,2
AIBL,HSNR,Rp,1
AIBR,HSNR,Rp,1
AIMR,HSNR,Sp,2
AIYL,HSNR,Sp,1
AIZL,HSNR,Rp,1
AIZR,HSNR,Rp,1
ASHL,HSNR,Rp,2
ASHR,HSNR,Sp,1
ASJL,HSNR,Sp,1
ASJR,HSNR,Sp,1
AVBR,HSNR,S,1
AVDR,HSNR,Rp,1
AVFL,HSNR,R,1
AVFL,HSNR,Rp,1
AVFR,HSNR,S,1
AVJL,HSNR,Rp,1
AVJL,HSNR,S,1
AVL,HSNR,R,1
AVL,HSNR,S,1
AWBL,HSNR,Rp,1
BDUR,HSNR,Rp,1
BDUR,HSNR,S,1
BDUR,HSNR,Sp,3
HSNL,HSNR,EJ,1
HSNL,HSNR,R,1
HSNL,HSNR,Sp,3
RIFR,HSNR,R,1
RIFR,HSNR,Rp,3
RIFR,HSNR,Sp,1
RMGR,HSNR,Rp,1
SABD,HSNR,R,1
SABVR,HSNR,Rp,1
CEPDL,IL1DL,Sp,4
IL1DR,IL1DL,EJ,1
IL1L,IL1DL,EJ,1
OLLL,IL1DL,EJ,1
RMEV,IL1DL,EJ,1
IL1L,IL1DL,S,1
IL2DL,IL1DL,Sp,7
RIH,IL1DL,Rp,1
RIPL,IL1DL,Rp,2
RMDDR,IL1DL,Rp,1
RMDVL,IL1DL,Rp,4
URADL,IL1DL,Sp,2
URYDL,IL1DL,Rp,1
CEPDR,IL1DR,Sp,5
IL1DL,IL1DR,EJ,1
IL1R,IL1DR,EJ,1
OLLR,IL1DR,EJ,1
RMEV,IL1DR,EJ,1
IL1R,IL1DR,S,1
IL2DR,IL1DR,Sp,7
OLLR,IL1DR,Sp,2
RIPR,IL1DR,Rp,5
RMDVR,IL1DR,Rp,5
URADR,IL1DR,Sp,1
ADEL,IL1L,Sp,1
AVER,IL1L,Rp,2
IL1DL,IL1L,R,1
IL1DL,IL1L,EJ,1
IL1VL,IL1L,EJ,1
IL1VL,IL1L,Sp,1
IL2L,IL1L,Sp,1
RMDDL,IL1L,Rp,5
RMDL,IL1L,Rp,1
RMDR,IL1L,Rp,3
RMDVL,IL1L,Rp,4
RMDVR,IL1L,Rp,2
RMER,IL1L,Rp,1
URBL,IL1L,Sp,1
AVEL,IL1R,Rp,1
AVER,IL1R,Rp,1
CEPDR,IL1R,Sp,1
IL1DR,IL1R,R,1
IL1DR,IL1R,EJ,1
IL1VR,IL1R,EJ,1
IL1VR,IL1R,Sp,1
IL2R,IL1R,Sp,1
RIAR,IL1R,Sp,1
RMDDL,IL1R,Rp,3
RMDDR,IL1R,Rp,2
RMDL,IL1R,R,1
RMDL,IL1R,Rp,3
RMDR,IL1R,Rp,2
RMDVL,IL1R,Rp,1
RMDVR,IL1R,Rp,4
RMEL,IL1R,Rp,2
RMHL,IL1R,Rp,1
URAVR,IL1R,Sp,1
URBR,IL1R,Sp,3
URXR,IL1R,Rp,2
CEPVL,IL1VL,Sp,2
IL1L,IL1VL,Rp,1
IL1L,IL1VL,EJ,1
IL1VR,IL1VL,EJ,1
RMED,IL1VL,EJ,1
IL2VL,IL1VL,Sp,7
OLLL,IL1VL,Sp,2
OLQVL,IL1VL,S,1
OLQVL,IL1VL,Sp,1
RIPL,IL1VL,Rp,4
RMDDL,IL1VL,Rp,5
URYVL,IL1VL,Rp,1
URYVL,IL1VL,Sp,1
CEPVR,IL1VR,S,1
CEPVR,IL1VR,Sp,1
IL1R,IL1VR,Rp,1
IL1R,IL1VR,EJ,1
IL1VL,IL1VR,EJ,1
IL2R,IL1VR,EJ,1
IL2VR,IL1VR,Rp,1
IL2VR,IL1VR,Sp,6
OLLR,IL1VR,Sp,1
OLQVR,IL1VR,Sp,1
RIPR,IL1VR,R,1
RIPR,IL1VR,Rp,5
RMDDR,IL1VR,Rp,10
RMER,IL1VR,Rp,1
URYVR,IL1VR,Sp,1
AUAL,IL2DL,R,1
IL1DL,IL2DL,Rp,7
OLQDL,IL2DL,Rp,2
RIBL,IL2DL,Rp,1
RIPL,IL2DL,Rp,10
RMEL,IL2DL,Rp,4
RMER,IL2DL,Rp,3
URADL,IL2DL,R,1
URADL,IL2DL,Rp,2
CEPDR,IL2DR,Rp,1
IL1DR,IL2DR,Rp,7
RICR,IL2DR,Rp,1
RIPR,IL2DR,Rp,11
RMED,IL2DR,Rp,1
RMEL,IL2DR,Rp,2
RMER,IL2DR,Rp,2
RMEV,IL2DR,Rp,1
URADR,IL2DR,Rp,3
ADEL,IL2L,Rp,2
ADEL,IL2L,S,1
ADEL,IL2L,Sp,1
AVEL,IL2L,Rp,1
IL1L,IL2L,Rp,1
RMGL,IL2L,EJ,1
IL2VL,IL2L,Sp,1
OLQDL,IL2L,R,2
OLQDL,IL2L,Rp,3
OLQVL,IL2L,R,2
OLQVL,IL2L,Rp,6
RICL,IL2L,Rp,1
RIH,IL2L,Rp,7
RIH,IL2L,Sp,2
RMDL,IL2L,R,1
RMDL,IL2L,Rp,2
RMDR,IL2L,Rp,1
RMER,IL2L,Rp,2
RMEV,IL2L,Rp,2
URXL,IL2L,Rp,2
ADER,IL2R,R,1
ADER,IL2R,Rp,1
IL1R,IL2R,Rp,1
IL1VR,IL2R,EJ,1
RMGR,IL2R,EJ,1
URXR,IL2R,EJ,1
OLLR,IL2R,R,1
OLLR,IL2R,Rp,1
OLLR,IL2R,S,1
OLQDR,IL2R,Rp,2
OLQVR,IL2R,R,2
OLQVR,IL2R,Rp,5
RIH,IL2R,Rp,6
RIH,IL2R,Sp,1
RMDL,IL2R,R,1
RMDL,IL2R,Rp,1
RMEL,IL2R,Rp,2
RMEV,IL2R,Rp,1
URBR,IL2R,R,1
URBR,IL2R,S,1
BAGR,IL2VL,Rp,1
IL1VL,IL2VL,Rp,7
IL2L,IL2VL,Rp,1
OLQVL,IL2VL,Rp,1
OLQVL,IL2VL,Sp,1
RIAL,IL2VL,Rp,1
RIH,IL2VL,Rp,2
RIPL,IL2VL,Rp,11
RMEL,IL2VL,R,1
RMEL,IL2VL,Rp,1
RMER,IL2VL,Rp,4
RMEV,IL2VL,Rp,1
URAVL,IL2VL,Rp,3
CEPVR,IL2VR,Sp,2
IL1VR,IL2VR,Rp,6
IL1VR,IL2VR,Sp,1
OLQVR,IL2VR,R,1
OLQVR,IL2VR,Rp,1
RIAR,IL2VR,Rp,2
RIH,IL2VR,R,1
RIH,IL2VR,Rp,2
RIPR,IL2VR,R,1
RIPR,IL2VR,Rp,14
RMEL,IL2VR,Rp,3
RMER,IL2VR,Rp,2
RMEV,IL2VR,Rp,3
URAVR,IL2VR,Rp,4
URXR,IL2VR,Rp,1
AVAL,LUAL,Rp,5
AVAL,LUAL,Sp,1
AVAR,LUAL,R,1
AVAR,LUAL,Rp,5
AVAR,LUAL,Sp,1
AVDL,LUAL,Rp,4
AVDL,LUAL,Sp,1
AVDR,LUAL,Rp,2
AVDR,LUAL,Sp,2
AVJL,LUAL,Rp,1
AVAL,LUAL,EJ,1
AVAL,LUAR,Rp,3
AVAR,LUAR,Rp,7
AVAR,LUAR,Sp,3
AVDL,LUAR,Rp,1
AVDR,LUAR,Rp,3
AVJR,LUAR,Rp,1
ADEL,OLLL,S,1
ADEL,OLLL,Sp,1
AVER,OLLL,R,3
AVER,OLLL,Rp,18
CEPDL,OLLL,Rp,3
CEPDL,OLLL,Sp,2
CEPVL,OLLL,Rp,4
CEPVL,OLLL,Sp,4
IL1VL,OLLL,Rp,2
IL1DL,OLLL,EJ,1
OLLR,OLLL,EJ,2
RIGL,OLLL,EJ,1
RIBL,OLLL,Rp,8
RMDDL,OLLL,Rp,7
RMDL,OLLL,R,2
RMDVL,OLLL,Rp,1
RMEL,OLLL,Rp,2
SAADR,OLLL,S,1
SMDDL,OLLL,R,2
SMDDL,OLLL,Rp,1
SMDDR,OLLL,R,3
SMDDR,OLLL,Rp,1
SMDVR,OLLL,R,4
URYDL,OLLL,Rp,1
ADER,OLLR,Sp,2
ADLR,OLLR,Sp,1
AVEL,OLLR,R,1
AVEL,OLLR,Rp,15
CEPDR,OLLR,R,1
CEPDR,OLLR,Rp,1
CEPDR,OLLR,S,1
CEPDR,OLLR,Sp,7
CEPVR,OLLR,Rp,6
CEPVR,OLLR,S,1
CEPVR,OLLR,Sp,6
IL1DR,OLLR,Rp,2
IL1VR,OLLR,Rp,1
IL2R,OLLR,R,1
IL2R,OLLR,S,1
IL2R,OLLR,Sp,1
IL1DR,OLLR,EJ,1
OLLL,OLLR,EJ,2
RIGR,OLLR,EJ,1
RIBR,OLLR,R,2
RIBR,OLLR,Rp,8
RIS,OLLR,Sp,1
RMDDR,OLLR,Rp,10
RMDL,OLLR,R,3
RMDL,OLLR,Sp,2
RMDVR,OLLR,Rp,3
RMER,OLLR,Rp,2
SAAVL,OLLR,Sp,1
SMDDR,OLLR,R,1
SMDVL,OLLR,R,4
SMDVR,OLLR,R,3
CEPDL,OLQDL,Sp,6
IL2DL,OLQDL,Sp,2
IL2L,OLQDL,S,2
IL2L,OLQDL,Sp,3
CEPDL,OLQDL,EJ,1
RIBL,OLQDL,EJ,2
RIGL,OLQDL,EJ,1
RMDVL,OLQDL,EJ,1
URBL,OLQDL,EJ,1
RICR,OLQDL,R,1
RIH,OLQDL,S,2
RIH,OLQDL,Sp,2
RIPL,OLQDL,S,1
RIPR,OLQDL,S,1
RMDDR,OLQDL,R,1
RMDDR,OLQDL,Rp,3
SIBVL,OLQDL,Rp,3
AIMR,OLQDR,Sp,1
CEPDR,OLQDR,Sp,5
IL2R,OLQDR,Sp,2
CEPDR,OLQDR,EJ,2
RIBR,OLQDR,EJ,2
RIGR,OLQDR,EJ,1
RIH,OLQDR,EJ,1
RMDVR,OLQDR,EJ,1
URBR,OLQDR,EJ,1
RICL,OLQDR,R,1
RICR,OLQDR,Rp,1
RIH,OLQDR,Sp,2
RIPL,OLQDR,S,1
RIPR,OLQDR,S,1
RMDDL,OLQDR,R,1
RMDDL,OLQDR,Rp,2
RMHR,OLQDR,Rp,1
SIBVR,OLQDR,Rp,2
ADFL,OLQVL,Sp,1
ADLL,OLQVL,Sp,1
CEPVL,OLQVL,Sp,6
IL1VL,OLQVL,R,1
IL1VL,OLQVL,Rp,1
IL2L,OLQVL,S,2
IL2L,OLQVL,Sp,6
IL2VL,OLQVL,Rp,1
IL2VL,OLQVL,Sp,1
ADLL,OLQVL,EJ,1
CEPVL,OLQVL,EJ,1
RIBL,OLQVL,EJ,1
RIGL,OLQVL,EJ,1
RMDDL,OLQVL,EJ,1
URBL,OLQVL,EJ,1
RICL,OLQVL,R,1
RIH,OLQVL,Rp,1
RIH,OLQVL,Sp,1
RIPL,OLQVL,Rp,1
RMDVR,OLQVL,R,1
RMDVR,OLQVL,Rp,3
SIBDL,OLQVL,Rp,3
CEPVR,OLQVR,Sp,3
IL1VR,OLQVR,Rp,1
IL2R,OLQVR,S,2
IL2R,OLQVR,Sp,5
IL2VR,OLQVR,S,1
IL2VR,OLQVR,Sp,1
CEPVR,OLQVR,EJ,1
RIBR,OLQVR,EJ,1
RIGR,OLQVR,EJ,1
RMDDR,OLQVR,EJ,1
URBR,OLQVR,EJ,1
RICR,OLQVR,R,1
RIH,OLQVR,Rp,2
RIH,OLQVR,Sp,6
RIPR,OLQVR,Rp,2
RMDVL,OLQVR,Rp,4
RMER,OLQVR,Rp,1
SIBDR,OLQVR,Rp,4
URXR,OLQVR,Sp,1
DVB,PDA,Sp,1
RID,PDB,EJ,2
AVAR,PDEL,Sp,1
AVKL,PDEL,R,1
AVKL,PDEL,Rp,5
AVKL,PDEL,S,2
AVKL,PDEL,Sp,1
DVA,PDEL,R,16
DVA,PDEL,Rp,8
DVA,PDEL,S,1
DVA,PDEL,Sp,2
AVAR,PDER,Sp,1
AVFL,PDER,Sp,1
AVKL,PDER,Rp,16
AVKL,PDER,Sp,1
DVA,PDER,R,19
DVA,PDER,Rp,16
AVDR,PHAL,Rp,1
AVFL,PHAL,Rp,3
AVG,PHAL,R,1
AVG,PHAL,Rp,4
AVG,PHAL,Sp,2
AVHL,PHAL,Rp,1
AVHR,PHAL,Rp,1
DVA,PHAL,Rp,2
AVG,PHAR,R,1
AVG,PHAR,Rp,2
AVHR,PHAR,Rp,1
DVA,PHAR,R,1
DVA,PHAR,Rp,1
AVAL,PHBL,Rp,9
AVAR,PHBL,Rp,6
AVDL,PHBL,Rp,1
LUAL,PHBL,Sp,1
AVAL,PHBR,Rp,7
AVAR,PHBR,Rp,7
AVDL,PHBR,Rp,1
AVDR,PHBR,Rp,1
AVFL,PHBR,Rp,1
AVHL,PHBR,EJ,1
AVAL,PHCL,Rp,1
DVA,PHCL,R,4
DVA,PHCL,Rp,2
DVB,PHCL,Sp,1
LUAL,PHCL,Rp,1
AVHR,PHCR,Rp,1
DVA,PHCR,R,3
DVA,PHCR,Rp,5
LUAR,PHCR,Rp,1
HSNL,PLML,R,1
LUAL,PLML,EJ,1
AVAL,PLMR,R,1
AVAL,PLMR,Rp,3
AVAR,PLMR,Rp,1
AVDL,PLMR,R,1
AVDR,PLMR,Rp,4
AVJL,PLMR,Sp,2
DVA,PLMR,Rp,5
HSNR,PLMR,R,1
LUAR,PLMR,EJ,1
SAADL,PLNL,Rp,5
SMBVL,PLNL,R,1
SMBVL,PLNL,Rp,5
SMBVL,PLNL,Sp,1
SAADR,PLNR,Rp,4
SMBVR,PLNR,R,2
SMBVR,PLNR,Rp,4
AVAL,PQR,R,3
AVAL,PQR,Rp,5
AVAR,PQR,R,2
AVAR,PQR,Rp,9
AVDL,PQR,Rp,7
AVDR,PQR,Rp,6
AVDR,PQR,S,1
AVG,PQR,R,1
LUAR,PQR,Rp,1
LUAR,PQR,Sp,1
ADLR,PVCL,S,1
ADLR,PVCL,Sp,1
ALML,PVCL,S,2
ALML,PVCL,Sp,2
AVAL,PVCL,R,1
AVAL,PVCL,Rp,1
AVAL,PVCL,S,3
AVAL,PVCL,Sp,7
AVAR,PVCL,Rp,4
AVAR,PVCL,S,2
AVAR,PVCL,Sp,5
AVBL,PVCL,Rp,5
AVBR,PVCL,R,1
AVBR,PVCL,Rp,11
AVDL,PVCL,Rp,5
AVDL,PVCL,Sp,1
AVDR,PVCL,Rp,2
AVEL,PVCL,Rp,2
AVER,PVCL,Rp,1
AVG,PVCL,Sp,1
AVJL,PVCL,R,1
AVJL,PVCL,Rp,2
AVJL,PVCL,Sp,1
AVJR,PVCL,R,1
AVJR,PVCL,Sp,2
AVM,PVCL,Sp,4
BDUR,PVCL,S,1
BDUR,PVCL,Sp,1
DVA,PVCL,Rp,4
DVA,PVCL,Sp,3
FLPR,PVCL,Sp,2
AVAL,PVCL,EJ,2
AVJL,PVCL,EJ,1
AVJR,PVCL,EJ,1
DVA,PVCL,EJ,1
RID,PVCL,R,1
RID,PVCL,Rp,4
RIFR,PVCL,Sp,1
RIS,PVCL,R,2
SIBVL,PVCL,Rp,2
ALML,PVCR,S,1
ALML,PVCR,Sp,1
ALMR,PVCR,S,3
AQR,PVCR,Rp,1
AQR,PVCR,Sp,2
AVAL,PVCR,R,2
AVAL,PVCR,Rp,5
AVAL,PVCR,S,2
AVAL,PVCR,Sp,4
AVAR,PVCR,Rp,7
AVAR,PVCR,Sp,5
AVBL,PVCR,R,2
AVBL,PVCR,Rp,6
AVBR,PVCR,Rp,6
AVDL,PVCR,Rp,5
AVDR,PVCR,Rp,1
AVEL,PVCR,Rp,1
AVEL,PVCR,Sp,1
AVER,PVCR,Rp,1
AVJL,PVCR,Sp,2
AVJR,PVCR,S,1
AVJR,PVCR,Sp,3
AVL,PVCR,R,1
AVM,PVCR,S,1
AVM,PVCR,Sp,4
DVA,PVCR,Sp,1
FLPL,PVCR,Rp,1
LUAR,PVCR,Rp,1
LUAR,PVCR,Sp,3
AVAL,PVCR,EJ,5
AVAR,PVCR,EJ,3
AVJL,PVCR,EJ,3
RID,PVCR,R,2
RID,PVCR,Rp,3
RIFR,PVCR,Sp,1
SIBVR,PVCR,Rp,2
AVAL,PVDL,Rp,6
AVAR,PVDL,Rp,6
AVAL,PVDR,Rp,6
AVAR,PVDR,Rp,9
DVA,PVDR,R,2
DVA,PVDR,Rp,1
AVKL,PVM,R,7
AVKL,PVM,Rp,4
AVKL,PVM,S,1
AVM,PVM,Rp,1
DVA,PVM,R,2
DVA,PVM,Rp,1
AVL,PVM,EJ,1
AVAL,PVNL,Rp,2
AVBR,PVNL,R,1
AVDL,PVNL,Rp,3
AVDR,PVNL,Rp,3
AVEL,PVNL,R,1
AVFL,PVNL,Sp,2
AVFR,PVNL,Rp,1
AVG,PVNL,Rp,1
AVHR,PVNL,Sp,1
AVJL,PVNL,Rp,5
AVJR,PVNL,R,2
AVJR,PVNL,Rp,3
AVL,PVNL,Rp,2
AVM,PVNL,Sp,1
BDUL,PVNL,R,1
BDUL,PVNL,Rp,1
BDUL,PVNL,S,2
BDUR,PVNL,Rp,2
BDUR,PVNL,S,2
BDUR,PVNL,Sp,2
LUAL,PVNL,Sp,1
AVBR,PVNL,EJ,2
RIFL,PVNL,Rp,1
AIMR,PVNR,Sp,1
AVAL,PVNR,R,2
AVAL,PVNR,Rp,2
AVBL,PVNR,Rp,1
AVBL,PVNR,Sp,1
AVBR,PVNR,Rp,2
AVDR,PVNR,Rp,1
AVEL,PVNR,R,2
AVEL,PVNR,Rp,1
AVG,PVNR,S,1
AVG,PVNR,Sp,1
AVJL,PVNR,Rp,4
AVJL,PVNR,Sp,1
AVJR,PVNR,Rp,1
AVL,PVNR,Rp,2
BDUL,PVNR,Rp,1
